title,genre,Tag Count,Tags
When She Belongs,Science fiction,2,"Science fiction, Romance"
Luxuria,Unknown,1,nan
His,Unknown,1,nan
Run Posy Run,Romance,3,"Dark Romance, Fiction, Romance"
Iron,Fantasy,1,Fantasy
Feral King,Unknown,1,nan
Cruel Idols,Unknown,1,nan
The Man I Think I Know,Fiction,1,nan
Beast: A Tale of Love and Revenge,Unknown,1,nan
Lovelight Farms,Fiction,2,"Romance, Christmas"
Yellowface,Fiction,6,"Mystery, Thriller, Contemporary, Satire, Literary, Asian Americans"
Devils' Day Party,Unknown,1,nan
I Have Some Questions For You,Fiction,1,nan
Forget Me Not,Romance,3,"Fiction, Romance, Spicy"
Same Time Next Summer,Fiction,1,nan
Their Vicious Games,Fiction,4,"Fantasy, Young Adult, Young Adult Fiction, Thriller"
"Love, Theoretically",Fiction,3,"Young Adult, Romance, Contemporary"
Victory City,Fiction,2,"Fantasy, Historical Fiction"
The London Séance Society,Fiction,2,"Fantasy, LGBTQ"
The Throne of Fire,Fiction,7,"Fantasy, Young Adult, Adventure, Comics, Magic, Spanish, Adventure stories"
The Drowning Woman,Action & Adventure,1,Adventure
Hello Stranger,Unknown,1,nan
Heartless,Fiction,1,Romance
Foxglove,Fantasy,3,"Fantasy, Young Adult, Young Adult Fiction"
The Chalice of the Gods,Fantasy,4,"Fantasy, Young Adult, Adventure, Young Adult Fiction"
The Sun and the Star,Fantasy,5,"Fantasy, Young Adult, Adventure, LGBTQ, Young Adult Fiction"
Silver in the Bone,Fantasy,6,"Fantasy, Young Adult, Adventure, Young Adult Fiction, Mythology, Magical Realism"
These Infinite Threads,Fantasy,3,"Fantasy, Young Adult, Young Adult Fiction"
Goddess of the Rose,Unknown,1,nan
Wolfsong,Fantasy,6,"Fantasy, Fiction, Young Adult, LGBTQ, Romance, Gay men"
The Will of the Many,Fantasy,8,"Fantasy, Adventure, Fiction, Young Adult, Science fiction, Dystopian, Dark Academia, science fantasy"
Heartstopper: Volume Five,Young Adult,7,"Romance, Comics, LGBTQ, Young Adult Fiction, Graphic novels, Contemporary, Contemporary Romance"
All I Want To Know Is Where I'm Going To Die So I'll Never Go There,Unknown,1,nan
The Tatami Galaxy,Unknown,1,nan
Bound by Vengeance,Unknown,1,nan
The Lost Letter,Unknown,1,nan
Only a Kiss,Unknown,1,nan
Duke in Darkness,Unknown,1,nan
King Solomon's Ring,Fiction,4,"Classics, Science, Nature, Animal behavior"
"Her Bridegroom, Bought and Paid For",Unknown,1,nan
Keep Me Close,Fantasy,2,"Fantasy, LGBTQ"
The Lost Ticket,Unknown,1,nan
Before I Let Go,Fiction,5,"Romance, Contemporary, Contemporary Romance, adult, Divorced people"
Tress of the Emerald Sea,Fantasy,5,"Fantasy, Fiction, Adventure, Young Adult, Science fiction"
The Camp of the Saints,Unknown,1,nan
Age of Vice,Fiction,1,nan
Family Lore,Fantasy,4,"Contemporary, Literary Fiction, Magical Realism, adult"
The True Love Experiment,Fiction,1,Romance
Brutes,Young Adult,1,nan
Bad Cree,Fantasy,6,"Fantasy, Fiction, LGBTQ, Horror, Magical Realism, indigenous"
Monstrilio,Fantasy,4,"Fantasy, LGBTQ, Horror, Magical Realism"
Rouge,Fantasy,5,"Fantasy, Thriller, Horror, Magical Realism, Supernatural"
Interesting Facts About Space,Fiction,2,"LGBTQ, Space"
Vow of Deception,Unknown,1,nan
Tongue Eater,Fantasy,2,"Fantasy, Young Adult"
Waybound,Fantasy,4,"Fantasy, Young Adult, Adventure, Science fiction"
Cadaver Exquisito,Unknown,1,nan
Loathe to Love You,Fiction,1,Romance
My Roommate Is a Vampire,Fantasy,6,"Fantasy, Fiction, Young Adult, Romance, Contemporary Romance, Vampires"
Mr. & Mrs. American Pie,Unknown,1,nan
In Memoriam,Fiction,4,"LGBTQ, War, Historical Fiction, World War I"
A Long Time Coming,Fiction,6,"Romance, Contemporary, Contemporary Romance, Romantic Comedy, romcom, romcoms"
All of Our Demise,Unknown,1,nan
The WitchSlayer,Unknown,1,nan
Surviving the Extremes,Unknown,1,nan
King of Flames,Fantasy,3,"Fantasy, Adventure, Dystopian"
Sinister Kisses,Romance,3,"Dark Romance, Erotica, BDSM"
Captive of the Horde King,Fantasy,3,"Fiction, Romance, Paranormal Romance"
Periculum,Unknown,1,nan
Monster in his eyes - In seinen Augen,Unknown,1,nan
Warrior Girl Unearthed,Young Adult,3,"Fiction, Fantasy, Young Adult Fiction"
The Shards,Fiction,2,"Adventure, LGBTQ"
Ascension,Fiction,5,"Fantasy, Science fiction, Adventure, Aliens, Thriller"
Spare,Biography & Autobiography,3,"Nonfiction, Biography & Autobiography, Memoir"
We Could Be So Good,LGBTQ,4,"LGBTQ, Romance, Historical Fiction, M M Romance"
Starling House,Fantasy,4,"Fantasy, Fiction, Young Adult, Gothic novels"
Godkiller,Fantasy,6,"Fantasy, Fiction, Young Adult, Adventure, LGBTQ, Betrayal"
Ruthless People,Unknown,1,nan
The Hurricane Wars,Fantasy,8,"Fantasy, Fiction, Young Adult, Science fiction, War, Romance, Magic, Alliances"
How to Say Babylon: A Memoir,Biography,2,"Biography, Biography & Autobiography"
River Sing Me Home,Fiction,3,"Historical Fiction, Literary Fiction, Caribbean"
Light Bringer,Fiction,7,"Fantasy, Science fiction, Young Adult, Adventure, War, Dystopian, Space"
Children of Anguish and Anarchy,Fantasy,4,"Fantasy, Young Adult, Adventure, Young Adult Fiction"
The Saga of the Witcher,Unknown,1,nan
Debt,Romance,3,"Dark Romance, Fiction, Romance"
Heat,Unknown,1,nan
Dark Side of the Sun,Unknown,1,nan
Sigil,Unknown,1,nan
When a Rogue Meets His Match,Unknown,1,nan
Asking for It,Fiction,1,nan
"Georgie, All Along",Fiction,1,nan
"Really Good, Actually",Fiction,5,"LGBTQ, Fiction, Contemporary, comedy, Chick Lit"
The Collected Regrets of Clover,Unknown,1,nan
Fractal Noise,Fiction,6,"Fantasy, Young Adult, Adventure, Science fiction, Space, Aliens"
Bookshops & Bonedust,Fantasy,7,"Fantasy, Fiction, Adventure, LGBTQ, Young Adult, Romance, adult"
Stone Blind: Medusa's Story,Fiction,2,"Fantasy, Classics"
Camp Zero,Fiction,3,"Fantasy, Science fiction, Dystopian"
Silver Nitrate,Mystery,3,"Thriller, Historical Fiction, Horror"
Roadkill,Unknown,1,nan
All the Dangerous Things,Fiction,1,nan
Flux,Fantasy,4,"Fantasy, Science fiction, LGBTQ, Dystopian"
Scorched Grace,Fiction,1,LGBTQ
My Murder,Fiction,3,"Fantasy, Science fiction, Dystopian"
The Frugal Wizard's Handbook for Surviving Medieval England,Fiction,5,"Fantasy, Science fiction, Young Adult, Adventure, Fiction"
The Saint of Bright Doors,Fantasy,7,"Fantasy, Fiction, Adventure, Science fiction, LGBTQ, Dystopian, Literary Fiction"
Episode Thirteen,Science fiction,3,"Science fiction, Horror, Paranormal"
Holly,Fiction,5,"Fantasy, Thriller, Suspense, Horror, Crime"
"An Argumentation of Historians (The Chronicles of St Mary's, #9)",Unknown,1,nan
Maitreyi,Unknown,1,nan
The Deluge,Unknown,1,nan
Hijab Butch Blues,Unknown,1,nan
It Wasn't Me,Unknown,1,nan
"Poverty, by America",Nonfiction,3,"Nonfiction, social science, Economics"
The Butcher's Masquerade,Fantasy,5,"Fantasy, Adventure, Science fiction, Dystopian, Aliens"
When You Read This,Unknown,1,nan
Heat and Dust,Fiction,4,"Classics, History, Women, British"
The Nanny,Unknown,1,nan
Grim,Unknown,1,nan
"Friends, Lovers, and the Big Terrible Thing",Biography & Autobiography,4,"Nonfiction, Biography & Autobiography, Memoir, Celebrities"
Everyone on This Train Is a Suspect,Mystery,3,"Fiction, Mystery, comedy"
Translation State,Fiction,6,"Science fiction, Fantasy, Adventure, LGBTQ, Space, Aliens"
"Ep.#3.5 - ""Escape of the Free Fleet""",Unknown,1,nan
The Sign of Four,Children's Fiction,7,"Fiction, Classics, Young Adult, Adventure, Mystery, Comics, Crime"
Of War and Ruin,Fiction,1,Fantasy
The Blighted Stars,Fiction,3,"Fantasy, Science fiction, Space"
The Sword Defiant,Fiction,2,"Fantasy, Adventure"
Travel by Bullet,Unknown,1,nan
Just the Nicest Couple,Fiction,1,nan
Humble Pi A Comedy of Maths Errors,Nonfiction,4,"Nonfiction, Fiction, Science, Errors"
The Proposal,Unknown,1,nan
Meet Me Halfway,Unknown,1,nan
Romantic Comedy,Fiction,2,"Romance, Fiction"
The Quiet Tenant,Fiction,2,"Crime, Suspense fiction"
I Keep My Exoskeletons to Myself,Unknown,1,nan
What Lies in the Woods,Fiction,1,Fantasy
The Wedding Witch,Fantasy,6,"Fiction, Fantasy, Romance, adult, Magical Realism, Time Travel"
The Fiancée Farce,Fiction,1,LGBTQ
The Inmate,Fiction,2,"Thriller, relationships"
Big Swiss,Fiction,4,"LGBTQ, Contemporary, Literary Fiction, adult"
Birnam Wood,Fiction,1,nan
The First Bright Thing,Unknown,1,nan
Gwen and Art Are Not in Love,Young Adult,6,"Fantasy, LGBTQ, Romance, Young Adult Fiction, Historical Fiction, Queer"
Night's Edge,Fantasy,4,"Fantasy, Horror, Urban Fantasy, Paranormal"
Devil of Dublin,Unknown,1,nan
Gods of the Wyrdwood,Fantasy,2,"Fantasy, Adventure"
Flower Shields,Unknown,1,nan
Nine Minutes,Romance,3,"Dark Romance, Contemporary, Abuse"
Nestlings,Fiction,1,Fantasy
The English Understand Wool,Fiction,1,nan
Holiday,Unknown,1,nan
Murder Your Employer: The McMasters Guide to Homicide,Fiction,2,"Fantasy, Industrial relations"
The Heaven & Earth Grocery Store,Fiction,1,nan
The Love Wager,Unknown,1,nan
Do Your Worst,Fiction,2,"Fantasy, Romance"
The Ferryman,Fiction,4,"Science fiction, Fantasy, Dystopian, Space"
Days At The Morisaki Bookshop,Fiction,4,"Contemporary, Literary Fiction, Japanese literature, Books About Books"
The Covenant of Water,Fiction,2,"Historical Fiction, India"
The Wishing Game,Fiction,3,"Fantasy, Young Adult, Adventure"
Yours Truly,Fiction,3,"Romance, Contemporary Romance, Contemporary"
Someone Else's Shoes,Fiction,1,Romance
Quietly Hostile,Unknown,1,nan
Hello Beautiful,Fiction,1,nan
The World of Ice and Fire: The Untold History of Westeros and the Game of Thrones,Fiction,5,"Fantasy, Adventure, Science fiction, War, Fantasy fiction"
Thornhedge,Fantasy,3,"Fantasy, Fiction, Young Adult"
Lone Women,Fantasy,8,"Fiction, Fantasy, LGBTQ, Mystery, Horror, Family secrets, Supernatural, Western"
"How Late It Was, How Late",Fiction,1,Classics
Wind and Truth,Fantasy,3,"Fantasy, Fiction, Epic Fantasy"
Into the Labyrinth,Fiction,3,"Fantasy, Young Adult, Adventure"
Camp Damascus,Fantasy,8,"Fantasy, Young Adult, LGBTQ, Science fiction, Horror, Queer, Supernatural, LGBTQ Literature"
Meru,Fiction,5,"Fantasy, Science fiction, Adventure, LGBTQ, Space"
The Drift,Fiction,2,"Science fiction, Dystopian"
All the Sinners Bleed,Fiction,2,"Thriller, Drama"
The House in the Pines,Fiction,1,nan
Plot Twist,Fiction,4,"Romance, Romantic Comedy, romcom, Women"
Things We Left Behind,Fiction,1,nan
Practice Makes Perfect,Fiction,1,nan
The Blood Gift,Unknown,1,nan
Two Twisted Crowns,Fantasy,5,"Fantasy, Fiction, Young Adult, Adventure, Romance"
The Mysterious Case of the Alperton Angels,Mystery,3,"Fiction, Mystery, Cults"
The Golden Spoon,Mystery,3,"Fiction, Mystery, Thriller"
Drowning,Fiction,1,Adventure
This Other Eden,Fiction,1,nan
"White Sand, Vol. 1",Fantasy,8,"Fantasy, Young Adult, Science fiction, Adventure, Comics, Comics & Graphic Novels, Magic, Conspiracies"
The Maniac,Fiction,1,nan
Mile High,Romance,2,"Sports Romance, Flight attendants"
Fairydale,Fantasy,1,Fantasy
Fall of Ruin and Wrath,Fantasy,4,"Fantasy, Fiction, Romance, Romantasy"
Bonded by Thorns,Fantasy,4,"Fantasy, Fiction, LGBTQ, Romantasy"
Powerless,Fiction,1,Ballerinas
When Heroes Fall,Unknown,1,nan
Morally Corrupt,Romance,3,"Romance, Thriller, Dark Romance"
Throne of the Fallen,Fantasy,7,"Fantasy, Fiction, Young Adult, Romance, Romantasy, Fantasy romance, Smutty"
Vampires of El Norte,Fantasy,5,"Fantasy, Fiction, War, Romance, Horror"
Threads That Bind,Fantasy,1,Fantasy
The Storied Life of A. J. Fikry,Fiction,5,"Young Adult, Romance, Poetry, Friendship, Abandoned children"
On Earth as It Is on Television,Science fiction,5,"Science fiction, Fiction, Fantasy, Aliens, Fiction"
Ripe,Fiction,3,"Fantasy, Science fiction, Dystopian"
Spice Road,Fantasy,4,"Fantasy, Young Adult, Adventure, Young Adult Fiction"
Ink Blood Sister Scribe,Fantasy,4,"Fantasy, Fiction, LGBTQ, Urban Fantasy"
The Daughters of Izdihar,Fantasy,4,"Fantasy, Young Adult, Science fiction, LGBTQ"
The Risk,Fiction,3,"Romance, Thriller, Romantic Suspense"
God of Malice,Romance,7,"Fiction, Fantasy, Young Adult, Romance, Dark Romance, Romantic Suspense, Bully Romance"
Cleat Cute,Fiction,3,"LGBTQ, Romance, Sports Romance"
Pineapple Street,Fiction,1,nan
How to Bite Your Neighbor and Win a Wager,Fantasy,3,"Fantasy, Young Adult, LGBTQ"
The Unfortunate Side Effects of Heartbreak and Magic,Unknown,1,nan
House of Roots and Ruin,Fantasy,3,"Fantasy, Young Adult, Young Adult Fiction"
Zero Days,Fiction,1,nan
The Maid's Diary,Unknown,1,nan
The Book That Wouldn't Burn,Fantasy,6,"Fantasy, Fiction, Young Adult, Adventure, Science fiction, High Fantasy"
The Dragon Riders of Pern,Unknown,1,nan
The Librarianist,Fiction,1,nan
"A Fever in the Heartland: The Ku Klux Klan's Plot to Take Over America, and the Woman Who Stopped Them",Nonfiction,2,"Nonfiction, Racism"
Sisters of the Lost Nation,Mystery,3,"Fiction, Mystery, Thriller"
The Salt Grows Heavy,Fantasy,6,"Fantasy, Fiction, LGBTQ, Horror, adult, Novella"
"Imogen, Obviously",Young Adult,2,"LGBTQ, Young Adult Fiction"
Divine Rivals,Fantasy,6,"Fantasy, Young Adult, Fiction, Romance, War, Young Adult Fiction"
Strong Female Character,Biography & Autobiography,4,"Biography & Autobiography, Nonfiction, LGBTQ, Memoir"
The Right Move,Fiction,1,Romance
The Jasad Heir,Fiction,2,"Fantasy, Young Adult"
The Seven Year Slip,Fantasy,6,"Fantasy, Science fiction, Romance, Contemporary Romance, Magical Realism, Time Travel"
King of Sloth,Fantasy,3,"Fantasy, Romance, Contemporary Romance"
King of Greed,Unknown,1,nan
King of Pride,Fiction,2,"Fantasy, Romance"
Sicko,Unknown,1,nan
Unfortunately Yours,Fiction,1,Romance
Kill Switch,Fiction,2,"Romance, Dark Romance"
Adelaide,Fiction,1,nan
Phantom,Fiction,4,"Fantasy, Romance, Dark Romance, Retellings"
The Bratva's Heir,Unknown,1,nan
Carnal Urges,Unknown,1,nan
Make Me,Unknown,1,nan
Off to the Races,Fiction,1,nan
Reckless,Fiction,1,nan
Wreck the Halls,Fiction,1,Contemporary Romance
Feast of Sparks,Unknown,1,nan
Love Redesigned,Fiction,1,nan
Caught Up,Romance,2,"Sports Romance, Contemporary"
The Long Game,Romance,3,"Contemporary Romance, Romance, Sports Romance"
Betting On You,Young Adult,2,"Romance, Young Adult Fiction"
The Only Purple House in Town,Unknown,1,nan
Pageant,Unknown,1,nan
War Made Invisible: How America Hides the Human Toll of Its Military Machine,Unknown,1,nan
Penance,Mystery,4,"Fiction, Young Adult, LGBTQ, Detective and mystery stories"
Qoheleth,Science fiction,3,"furry, LGBTQ, Science fiction"
Meet Me at the Lake,Fiction,2,"Romance, Contemporary"
Anatomy: A Love Story,Young Adult,5,"Fantasy, Science fiction, Romance, Young Adult Fiction, Historical Fiction"
His Beauty,Unknown,1,nan
That Sik Luv,Fiction,1,nan
I Know What Love Is,Unknown,1,nan
Wool Omnibus,Fantasy,6,"Fantasy, Young Adult, Adventure, Science fiction, Dystopian, dystopian"
The Scourge Between Stars,Unknown,1,nan
The Coven,Fiction,2,"Fantasy, Dark Romance"
The Captain,Fantasy,5,"Fantasy, Adventure, Science fiction, Space, Aliens"
Wasteland,Nonfiction,1,Nonfiction
Franny and Zooey,Fiction,1,Young Adult
"One Piece, Vol. 1: Romance Dawn",Comics,9,"Fiction, Fantasy, Young Adult, Adventure, Comics, Comics & Graphic Novels, Manga, Graphic novels, Adventure and adventurers"
Zodiac Academy 9,Fiction,2,"Fantasy, LGBTQ"
Twisted Pride,Unknown,1,nan
Twisted Emotions,Unknown,1,nan
God of Wrath,Unknown,1,nan
Saving 6,Young Adult,3,"Young Adult Fiction, Young Adult Romance, Abused teenagers"
Fear Us,Unknown,1,nan
Fear You,Unknown,1,nan
Fear Me,Unknown,1,nan
The Cursed,Fantasy,2,"Dark Romance, Vampires"
Powerless,Fantasy,6,"Fantasy, Young Adult, Adventure, Romance, Dystopian, Young Adult Fiction"
Essence of Fear: Boykov Bratva,Unknown,1,nan
Wildfire,Fiction,1,Romance
Blood of My Monster,Unknown,1,nan
Blue Sisters,Fiction,1,LGBTQ
The Only Survivors,Mystery,5,"Fiction, Mystery, Thriller, Women, Suspense fiction"
The Singularity Is Nearer: When We Merge with AI,Unknown,1,nan
Dead of Winter,Unknown,1,nan
Nineteen Claws and a Black Bird: Stories,Fantasy,2,"Short stories, Supernatural"
"The Wager: A Tale of Shipwreck, Mutiny and Murder",History,5,"History, Adventure, Nonfiction, War, True crime"
Dead Eleven: A Novel,Mystery,3,"Fiction, Mystery, Horror"
Run on Red,Unknown,1,nan
Assistant to the Villain,Fantasy,9,"Fantasy, Fiction, Young Adult, Adventure, Romance, Fiction, Magic, New adult fantasy, Humorous fantasy"
Pathogenesis: A History of the World in Eight Plagues,History,3,"History, Nonfiction, Science"
The World of Downton Abbey,Unknown,1,nan
Silent Coup,Unknown,1,nan
The Atlas Complex: The Atlas Book 3,Unknown,1,nan
The Left Hand of Dog,Unknown,1,nan
Six Scorched Roses,Fiction,4,"Fantasy, Young Adult, Romance, Vampires"
The Once and Future Sex: Going Medieval on Women's Roles in Society,History,1,History
Biography of X,Fiction,2,"LGBTQ, Dystopian"
Lords of Uncreation,Fiction,6,"Fantasy, Science fiction, Adventure, War, Space, Aliens"
Pageboy: A Memoir,Biography & Autobiography,4,"LGBTQ, Nonfiction, Biography & Autobiography, Memoir"
A Fate of Wrath and Flame,Fantasy,4,"Fantasy, Fiction, Adventure, Romance"
Homecoming,Mystery,4,"Fiction, Mystery, Historical Fiction, Historical Mystery"
Fourth Wing,Fantasy,9,"Fantasy, Fiction, Young Adult, Adventure, Romance, War, Dystopian, Magic, Romantasy"
To Flail Against Infinity,Fantasy,3,"Fantasy, Science fiction, Space"
The Boyfriend Candidate,Fiction,1,nan
The Overlooked Americans,Nonfiction,1,Nonfiction
Mister Magic,Fiction,2,"Fantasy, LGBTQ"
Whalefall,Fiction,5,"Fantasy, Young Adult, Adventure, Science fiction, Space"
I Will Find You,Unknown,1,nan
The House of Eve,Unknown,1,nan
Lady Tan's Circle of Women,Fiction,1,Historical Fiction
Murtagh: The World of Eragon,Fiction,4,"Fantasy, Young Adult, Adventure, Young Adult Fiction"
Infinity Gate,Fiction,8,"Fantasy, Adventure, Science fiction, War, Dystopian, Space, Aliens, Artificial Intelligence"
Natural Beauty,Fiction,5,"Science fiction, LGBTQ, Dystopian, Horror, Literary Fiction"
Truly,Unknown,1,nan
The Guest,Fiction,1,nan
Shunned,Unknown,1,nan
Dragonvein Book One,Unknown,1,nan
Paris: The Memoir,Biography & Autobiography,2,"Nonfiction, Memoir"
Catastrophic Incentives,Nonfiction,1,Nonfiction
Fly with Me,Fiction,4,"LGBTQ, Romance, Romantic Comedy, romcom"
Delicate Condition,Fiction,1,Fantasy
Something to Answer for,Unknown,1,nan
The Elected Member,Unknown,1,nan
Saville,Unknown,1,nan
100 Places to See After You Die,Nonfiction,1,Nonfiction
"Chainsaw Man, Vol. 1: Dog And Chainsaw",Comics,6,"Fantasy, Young Adult, Comics, Comics & Graphic Novels, Literature, Manga"
The Last Devil to Die,Mystery,4,"Fiction, Mystery, Clubs, Detective and mystery fiction"
Nightbane,Fantasy,4,"Fantasy, Young Adult, Dystopian, Young Adult Fiction"
The Healer,Fiction,3,"Fantasy, Young Adult, Adventure"
Her Radiant Curse,Fantasy,4,"Fantasy, Young Adult, Adventure, Young Adult Fiction"
The Whispers,Mystery,3,"Mystery, Thriller, Domestic drama"
Land of Milk and Honey,Fiction,4,"Fantasy, Science fiction, LGBTQ, Dystopian"
The Invocations,Young Adult,4,"Fantasy, LGBTQ, Young Adult Fiction, Horror"
A Dark and Drowning Tide,Fiction,3,"Fantasy, Young Adult, LGBTQ"
Heartless Hunter,Fantasy,6,"Fantasy, Young Adult, Fiction, Young Adult Fiction, Young adult fantasy, Young Adult Romance"
What the River Knows,Fantasy,10,"Fiction, Fantasy, Young Adult, Adventure, Romance, Mystery, Young Adult Fiction, Suspense, Historical Fiction, Magical Realism"
Maeve Fly,Fiction,1,Fantasy
The Scarlet Alchemist,Fantasy,3,"Fantasy, Young Adult, Young Adult Fiction"
Trial of the Sun Queen,Fantasy,7,"Fantasy, Fiction, Young Adult, Romance, Mystery, Fantasy romance, fae"
You're Not Supposed to Die Tonight,Young Adult,4,"Fantasy, LGBTQ, Young Adult Fiction, Horror"
Time and Time Again,Fantasy,4,"Fantasy, Young Adult, LGBTQ, Young Adult Fiction"
The Spirit Bares Its Teeth,Fiction,6,"Fantasy, Young Adult, History, LGBTQ, Young Adult Fiction, Horror"
"You, Again",Fiction,2,"LGBTQ, Romance"
The Bee Sting,Fiction,2,"Young Adult, LGBTQ"
Outlive: The Science and Art of Longevity,Nonfiction,3,"Nonfiction, Health & Fitness, Medical"
A Child Called It: One Child's Courage to Survive,Biography & Autobiography,2,"Classics, Memoir"
Black Sheep,Fiction,1,Fantasy
Murder in the Family,Fiction,1,Young Adult
Menace,Fiction,2,"Romance, Mafia Romance"
Shark Heart,Unknown,1,nan
House of Flame and Shadow,Fiction,4,"Fantasy, Young Adult, Adventure, Romance"
What Feasts at Night,Fiction,6,"Fantasy, LGBTQ, Suspense, Magic, Horror, Gothic Horror"
The Warm Hands of Ghosts,Fiction,5,"Fantasy, Adventure, War, LGBTQ, Historical Fiction"
Ruthless Vows,Fantasy,7,"Fantasy, Fiction, Young Adult, War, Romance, Young Adult Fiction, Historical Romance"
Look Closer,Unknown,1,nan
Our Hideous Progeny,Unknown,1,nan
The September House,Fiction,2,"Fantasy, Horror"
The Unmaking of June Farrow,Fantasy,4,"Fantasy, Fiction, Young Adult, Science fiction"
Raw,Unknown,1,nan
Twist Me,Unknown,1,nan
Iron Flame,Fantasy,10,"Fantasy, Fiction, Young Adult, Adventure, War, Romance, LGBTQ, Dystopian, Magic, Suspense"
"When We Walk By: Forgotten Humanity, Broken Systems, and the Role We Can Each Play in Ending Homelessness in America",Nonfiction,2,"Nonfiction, social science"
"Deep as the Sky, Red as the Sea",Fiction,1,Historical Fiction
"The Long Way to a Small, Angry Planet",Fiction,8,"Fantasy, Science fiction, Young Adult, Adventure, LGBTQ, Space, Romance, Aliens"
Parable of the Sower,Fantasy,9,"Fantasy, Science fiction, Fiction, Young Adult, Classics, Comics, Dystopian, Comics & Graphic Novels, Women"
Monsters: A Fan's Dilemma,Nonfiction,4,"Nonfiction, literary criticism, Ethics, Arts"
In Ascension,Science fiction,3,"Space, Literary Fiction, Scotland"
Painted Scars,Fiction,3,"Romance, Mafia, Mafia Romance"
Stuff Matters: Exploring the Marvelous Materials That Shape Our Man-Made World,Science,1,Materials science
One Hundred Years of Solitude,Fiction,6,"Classics, Fantasy, Literature, Historical Fiction, Spanish, Family & Relationships"
A Rival Most Vial,Fantasy,7,"Fantasy, Fiction, Young Adult, Romance, LGBTQ, Magic, adult"
The Heiress,Fiction,1,nan
Yumi and the Nightmare Painter,Fantasy,6,"Fantasy, Fiction, Young Adult, Adventure, Science fiction, Fantasy romance"
A Fire in the Flesh,Fantasy,4,"Fantasy, Fiction, Romance, High Fantasy"
The Angel of Indian Lake,Fiction,4,"Fantasy, Suspense, Horror, Native Americans"
Emily Wilde’s Map of the Otherlands,Fantasy,10,"Fantasy, Fiction, Young Adult, Adventure, Science fiction, Mystery, Historical Fiction, Magical Realism, adult, Historical Fantasy"
The Marriage Act,Fantasy,4,"Fantasy, Science fiction, LGBTQ, Dystopian"
Mirrored Heavens,Fiction,5,"Fantasy, Adventure, Science fiction, War, LGBTQ"
Absolution,Fantasy,3,"Fantasy, Science fiction, Dystopian"
White Sand Omnibus,Fantasy,4,"Fantasy, Comics, Comics & Graphic Novels, Literature"
Ultra-Processed People: The Science Behind Food That Isn't Food,Nonfiction,5,"Nonfiction, Business & Economics, Health & Fitness, Food, Health"
Spark of the Everflame,Unknown,1,nan
The Rachel Incident,Unknown,1,nan
Everyone Here Is Lying,Fiction,1,nan
Strange Sally Diamond,Mystery,5,"Fiction, Mystery, Thriller, Drama, adult"
The Jinn-Bot of Shantiport,Fiction,5,"Fantasy, Science fiction, Adventure, Dystopian, Space"
"The Art Thief: A True Story of Love, Crime, and a Dangerous Obsession",Biography,4,"Biography, Nonfiction, Biography & Autobiography, Heist"
The Weaver and the Witch Queen,Fantasy,2,"Fiction, Mythology"
Cold People,Fiction,5,"Fantasy, Science fiction, Dystopian, LGBTQ, Aliens"
The Tainted Cup,Fantasy,8,"Fantasy, Fiction, Science fiction, Adventure, Mystery, LGBTQ, Thriller, Detectives"
Titanium Noir,Science fiction,5,"Science fiction, Fiction, Fantasy, Mystery, Dystopian"
Starter Villain,Fiction,5,"Science fiction, Fantasy, Young Adult, Adventure, Fiction"
Family Meal,Fiction,1,LGBTQ
Happiness Falls,Mystery,6,"Fiction, Mystery, Thriller, Family & Relationships, Contemporary, Disability"
Murder at Spindle Manor,Fantasy,2,"Fantasy, murder mystery"
"Palo Alto: A History of California, Capitalism, and the World",History,3,"History, Nonfiction, Technology"
The Last One,Fiction,2,"Adventure, Thriller"
Orbital,Fiction,3,"Fantasy, Science fiction, Space"
Norwegian Wood,Fantasy,9,"Fantasy, Young Adult, Classics, Romance, relationships, Magical Realism, College students, Japanese fiction, Dark"
El libro de los abrazos,Fiction,4,"Classics, Short stories, Autobiographical fiction, Latin American"
None of This Is True,Fiction,1,Thriller
You Shouldn't Have Come Here,Fiction,1,Thriller
Vanquish,Unknown,1,nan
The Dunwich Horror,Fiction,3,"Fantasy, Classics, Science fiction"
Out There Screaming,Fiction,2,"Fantasy, Science fiction"
A Court This Cruel and Lovely,Fiction,2,"Fantasy, Adventure"
The Fraud,Fiction,1,LGBTQ
Between the Devil and the Sea,Unknown,1,nan
"The Sandman, Vol. 2: The Doll's House",Fantasy,4,"Fiction, Fantasy, Science fiction, Comics & Graphic Novels"
The Book That Broke the World,Fiction,3,"Fantasy, Adventure, Science fiction"
In The Likely Event,Fiction,1,War
Mail Order Vow,Unknown,1,nan
Resurrect,Unknown,1,nan
Forbidden: Part One,Unknown,1,nan
This Spells Love,Fiction,6,"Fantasy, Romance, Romantic Comedy, Time Travel, romcom, multiverse"
The Centre,Fiction,5,"Fantasy, Science fiction, LGBTQ, Dystopian, Literary Fiction"
A Witch's Guide to Magical Innkeeping,Fiction,1,Fantasy
The Dead Take the A Train,Fiction,3,"Fantasy, Science fiction, LGBTQ"
The Levee,Mystery,6,"Fiction, Fantasy, Mystery, Historical Fiction, Horror, Gothic Horror"
An Education in Malice,Fiction,7,"Fantasy, LGBTQ, Horror, Retellings, Queer, Dark Academia, Gothic novels"
Blood & Steel,Fantasy,2,"Fantasy, Young Adult"
Fate of the Sun King,Fantasy,1,Fantasy
Black River Orchard,Fiction,2,"Fantasy, Horror"
